1 bfc003ac 1b 00000003
1 bfc004cc 1b 00000008
1 bfc004e8 1b bfc00000
1 bfc004ec 1b bfc00b2c
1 bfc004f0 1b 00000b2c
1 bfc004f4 1a 33330000
1 bfc004f8 1a 33333000
1 bfc004fc 1b 33333b2c
1 bfc00500 1a 33333b2c
1 bfc00514 1a 02ff0000
1 bfc00518 1a 02ff37c2
1 bfc00520 1b bfc00000
1 bfc00524 1b bfc00b2c
1 bfc00528 1b 000bfc00
1 bfc0052c 1b 02ff0000
1 bfc00530 1b 02ff0002
1 bfc00544 12 00003333
1 33333b2c 09 bfc00000
1 33333b30 09 bfc00b44
1 bfc00b48 09 00003333
1 bfc00b54 13 00000009
1 bfc00b58 09 0a000000
1 bfc00b5c 08 0a000009
1 bfc0063c 1f bfc00644
